Name,Dosage,Forme,Presentation,Price,Remboursement,DCI,Type,Prescription
ROLENIUM,500 µg/50 µg,Poudre pour inhalation buccale,B/60 blists + inhal,68.9,58.548,SALMETEROL+FLUTICASONE,Bronchodilatateurs,Oui
ROMAC,100 mg,Comprimes,B/12,7.36,6.253,ROXITHROMYCINE,Antibiotiques,Oui
ROMAC,150 mg,Comprimes,B/12,9.93,7.497,ROXITHROMYCINE,Antibiotiques,Oui
ROMPALGINE,400 mg/50 mg/20 mg,Comprimes,B/20,5.125,4.352,PARACETAMOL+CAFEINE+CODEINE,Analgésiques (antidouleurs),Non
RONALIN,"2,5 mg",Comprimes secables,B/30,8.025,6.809,BROMOCRIPTINE,Hormones,Oui
ROSAL,20 mg,Gelules,B/30,27.435,20.961,FLUOXETINE,Antidépresseurs,Oui
ROSULIP,5 mg,Comprimes pellicules,B/30,15.23,11.628,ROSUVASTATINE,Autres,Oui
ROSUVANS,5 mg,Comprimes pellicules,B/30,14.28,11.628,ROSUVASTATINE,Autres,Oui
ROSUVASCOR,5 mg,Comprimes pellicules,B/30,15.23,11.628,ROSUVASTATINE,Autres,Oui
ROSUVASCOR,5 mg,Comprimes pellicules,B/90,42.44,34.884,ROSUVASTATINE,Autres,Oui
ROSUVAST 5,5 mg,Comprimes pellicules,B/30,15.555,11.628,ROSUVASTATINE,Autres,Oui
ROVAMYCINE,"0,75 MU",Comprimes,B/20,3.955,3.349,SPIRAMYCINE,Antibiotiques,Oui
ROVAMYCINE,"1,5 MU",Comprimes pellicules,B/16,8.725,6.066,SPIRAMYCINE,Antibiotiques,Oui
ROVAMYCINE,3 MU,Comprimes pellicules,B/10,11.385,6.553,SPIRAMYCINE,Antibiotiques,Oui
ROVASTINE,10 mg,Comprimes pellicules,B/30,16.89,13.77,ROSUVASTATINE,Autres,Oui
ROVASTINE,10 mg,Comprimes pellicules,B/90,48.66,41.31,ROSUVASTATINE,Autres,Oui
ROVASTINE,10 mg,Comprimes pellicules secables,B/30,21.72,13.77,ROSUVASTATINE,Autres,Oui
ROVASTINE,20 mg,Comprimes pellicules,B/30,25.23,20.655,ROSUVASTATINE,Autres,Oui
ROVASTINE,20 mg,Comprimes pellicules,B/90,72.96,61.965,ROSUVASTATINE,Autres,Oui
ROVASTINE,5 mg,Comprimes pellicules,B/30,14.28,11.628,ROSUVASTATINE,Autres,Oui
ROVASTINE,5 mg,Comprimes pellicules,B/90,41.1,34.884,ROSUVASTATINE,Autres,Oui
ROXAM,20 mg,Gelules,B/15,11.63,8.466,PIROXICAM,Anti-inflammatoires,Non
ROXAM,20 mg,Poudre pour solution orale,B/8 sachets,6.085,5.168,PIROXICAM,Anti-inflammatoires,Oui
ROXAMED,150 mg,Comprimes pellicules,B/12,9.475,7.497,ROXITHROMYCINE,Antibiotiques,Oui
ROXIMAX,150 mg,Comprimes pellicules secables,B/12,9.94,7.497,ROXITHROMYCINE,Antibiotiques,Oui
ROXIMAX,150 mg,Comprimes pellicules secables,B/16,11.765,9.996,ROXITHROMYCINE,Antibiotiques,Oui
ROZUVIE 5,5 mg,Comprimes pellicules,B/30,15.545,11.628,ROSUVASTATINE,Autres,Oui
RUGDAL,40 mg,Gelules gastroresistantes,FL/8,10.76,4.964,ESOMEPRAZOLE,Antiacides,Non
RULID 150,150 mg,Comprimes pellicules,B/12,10.295,7.497,ROXITHROMYCINE,Antibiotiques,Oui
RYTHMODAN,100 mg,Gelules,B/40,4.32,3.672,DISOPYRAMIDE PHOSPHATE,Autres,Oui
RYTHMODAN LP,250 mg,Comprimes enrobes secables,B/20,6.406,5.44,DISOPYRAMIDE PHOSPHATE,Autres,Oui
RYZODEG FLEX TOUCH,100 UI/ml,Solution injectable,B/5 stylo prér de 3 ml,216.815,216.815,INSULINE ASPARTE + INSULINE DEGLUDEC,Antidiabétiques,Oui
SABRIL,500 mg,Comprimes pellicules,B/60,205.369,205.369,VIGABATRIN,Anticonvulsivants,Oui
SAIFORAL,250 mg,Poudre pour suspension orale,FL/60 ml,6.12,4.029,CEFADROXIL,Antibiotiques,Oui
SAIFORAL,500 mg,Gelules,B/12,7.185,5.273,CEFADROXIL,Antibiotiques,Oui
SAIFORAL,500 mg,Gelules,B/24,12.76,10.547,CEFADROXIL,Antibiotiques,Oui
SAIFORAL,500 mg,Poudre pour suspension orale,FL/60 ml,8.755,6.936,CEFADROXIL,Antibiotiques,Oui
SAIFOXYL,1 g,Comprimes dispersibles,B/12,8.0,4.845,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,1 g,Comprimes dispersibles secables,B/14,10.11,5.652,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,1 g,Comprimes dispersibles secables,B/24,11.41,9.69,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,1 g,Comprimes pellicules,B/12,6.115,5.192,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,1 g,Pdre p.prep.injectable,B/1 FL + solv/5 ml,3.255,2.767,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,125 mg,Poudre pour suspension orale,FL/60 ml,2.12,1.785,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,250 mg/5 ml,Poudre pour suspension orale,B/1 FL/60 ml,3.74,2.244,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,250 mg/5 ml,Poudre pour suspension orale,FL/100 ml,4.51,3.74,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,250 mg/5 ml,Poudre pour suspension orale,FL/60 ml,3.38,2.244,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,250 mg/5 ml,Poudre pour suspension orale,FL/60 ml + cuil doseuse,3.27,2.244,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,250 mg/5 ml,Sirop,FL/60 ml,2.67,2.244,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,500 mg,Comprimes pellicules,B/12,4.43,2.519,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,500 mg,Comprimes pellicules,B/24,8.77,6.14,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,500 mg,Gelules,B/12,3.845,2.519,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,500 mg,Gelules,B/24,7.02,5.039,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,500 mg/5 ml,Granules pour suspension buvable,FL/100 ml,8.595,6.375,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,500 mg/5 ml,Poudre pour suspension orale,B/1 FL/60 ml,4.94,3.825,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,500 mg/5 ml,Poudre pour suspension orale,FL/100 ml,7.595,6.375,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,500 mg/5 ml,Poudre pour suspension orale,FL/60 ml,6.435,3.825,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,500 mg/5 ml,Poudre pour suspension orale,FL/60 ml + cuil doseuse,6.575,3.825,AMOXICILLINE,Antibiotiques,Oui
SAIFOXYL,500 mg/5 ml,Sirop,FL/60 ml,6.07,3.825,AMOXICILLINE,Antibiotiques,Oui
SALAZOPYRINE,500 mg,Comprimes gastro-resistants,FL/100,10.269,8.67,SULFASALAZINE,Anti-inflammatoires,Oui
SALBUMOL,"0,5 mg",Solution injectable,B/6/1 ml,2.278,1.933,SALBUTAMOL,Bronchodilatateurs,Non
SALBUMOL,1 mg,Suppositoires,B/12,2.352,1.999,SALBUTAMOL,Bronchodilatateurs,Non
SCITOPLEX 10,10 mg,Comprimes pellicules secables,B/30,29.675,21.573,ESCITALOPRAM,Antidépresseurs,Oui
SEBIPROX,"1,50%",Shampooing,FL/100 ml,16.48,13.94,CICLOPIROXOLAMINE,Antifongiques,Non
SECTRAL,200 mg,Comprimes pellicules,B/20,6.24,2.941,ACEBUTOLOL,Antihypertenseurs,Oui
SECTRAL,400 mg,Comprimes pellicules,B/30,17.375,6.018,ACEBUTOLOL,Antihypertenseurs,Oui
SEDACORON,150 mg,Solution injectable,B/5/3 ml,3.512,2.983,AMIODARONE,Autres,Oui
SEDATYL,100 mg/2 ml,Solution injectable,B/4/2 ml,2.025,1.72,SULPIRIDE,Antipsychotiques,Oui
SEEBRI BREEZHALER,44 µg,Poudre pour inhalation buccale,B/30 + inhal,89.82,76.347,GLYCOPYRRONIUM BROMIDE,Bronchodilatateurs,Oui
SEMGLEE,100 UI/ml,Solution injectable,B/5 stylo prér,123.9,123.9,INSULINE ANALOGUE : GLARGINE,Antidiabétiques,Oui
SEPTEAL,"0,50%",Solution externe,FL/250 ml,3.835,1.5,CHLORHEXIDINE,Autres,Non
SEPTISAN,"0,50%",Solution externe,FL/250 ml,3.19,1.1,TRICHLOCARBAN,Autres,Oui
SEPTISAN,"0,50%",Solution externe,FL/500 ml,5.7,2.2,TRICHLOCARBAN,Autres,Oui
SERESTA,10 mg,Comprimes,B/30,5.03,2.004,OXAZEPAM,Anxiolytiques (calmants),Oui
SERESTA,50 mg,Comprimes secables,B/20,8.24,3.296,OXAZEPAM,Anxiolytiques (calmants),Oui
SERETIDE,50 µg/25 µg/dose,Suspension pour inhalation,FL/120 doses,43.55,14.586,SALMETEROL+FLUTICASONE,Bronchodilatateurs,Oui
SERETIDE DISKUS,100 µg/50 µg,Poudre pour inhalation buccale,FL/60 doses,44.25,37.587,SALMETEROL+FLUTICASONE,Bronchodilatateurs,Oui
SERETIDE DISKUS,250 µg/50 µg,Poudre pour inhalation buccale,FL/60 doses,55.75,44.013,SALMETEROL+FLUTICASONE,Bronchodilatateurs,Oui
SERETIDE DISKUS,500 µg/50 µg,Poudre pour inhalation buccale,FL/60 doses,78.3,58.548,SALMETEROL+FLUTICASONE,Bronchodilatateurs,Oui
SEROPLEX,10 mg,Comprimes pellicules secables,B/14,28.119,10.067,ESCITALOPRAM,Antidépresseurs,Oui
SEROPLEX,10 mg,Comprimes pellicules secables,B/28,55.5,20.135,ESCITALOPRAM,Antidépresseurs,Oui
SEROPLEX,20 mg,Comprimes pellicules,B/30,38.595,31.161,ESCITALOPRAM,Antidépresseurs,Oui
SEROPLEX,20 mg,Comprimes pellicules secables,B/28,34.235,29.084,ESCITALOPRAM,Antidépresseurs,Oui
SEROPLEX,20 mg,Comprimes pellicules secables,B/30,36.66,31.161,ESCITALOPRAM,Antidépresseurs,Oui
SEROPLEX,20 mg/ml,Solution buvable,FL/15 ml,21.795,18.526,ESCITALOPRAM,Antidépresseurs,Oui
SEROTYL,20 mg,Gelules,B/20,18.195,13.974,FLUOXETINE,Antidépresseurs,Oui
SEROTYL,20 mg,Gelules,B/30,25.375,20.961,FLUOXETINE,Antidépresseurs,Oui
SEROTYL,20 mg/5 ml,Solution buvable,FL/90 ml + cuil mesure,14.605,12.393,FLUOXETINE,Antidépresseurs,Oui
SERPAFAR,50 mg,Comprimes,B/20,12.569,10.676,CLOMIFENE,Hormones,Oui
SERVAL,100 mg,Gelules,B/30,39.61,31.518,SERTRALINE,Antidépresseurs,Oui
SERVAL,25 mg,Gelules,B/30,11.425,9.69,SERTRALINE,Antidépresseurs,Oui
SERVAL,50 mg,Gelules,B/30,20.865,17.723,SERTRALINE,Antidépresseurs,Oui
SEVIKAR,20 mg/5 mg,Comprimes pellicules,B/30,57.08,48.501,AMLODIPINE+OLMESARTAN,Antihypertenseurs,Oui
SEVIKAR,40 mg/10 mg,Comprimes pellicules,B/30,57.08,48.501,AMLODIPINE+OLMESARTAN,Antihypertenseurs,Oui
SEVIKAR,40 mg/5 mg,Comprimes pellicules,B/30,57.08,48.501,AMLODIPINE+OLMESARTAN,Antihypertenseurs,Oui
SICCAFLUID,"0,25%",Gel ophtalmique,FL/10 g,5.542,4.709,CARBOMERE,Autres,Non
SIFLOKS,500 mg,Comprimes pellicules secables,B/14,14.615,7.783,CIPROFLOXACINE,Antibiotiques,Oui
SIFLOKS,500 mg,Comprimes pellicules secables,B/28,20.445,15.565,CIPROFLOXACINE,Antibiotiques,Oui
SIFROL,"0,18 mg",Comprimes,B/100,69.45,41.82,PRAMIPEXOLE,Autres,Oui
SIFROL,"0,18 mg",Comprimes,B/30,21.547,12.546,PRAMIPEXOLE,Autres,Oui
SIFROL,"0,7 mg",Comprimes,B/100,276.925,235.365,PRAMIPEXOLE,Autres,Oui
SINAPRID,"0,50%",Solution buvable,FL/150 ml,4.025,1.785,SULPIRIDE,Antipsychotiques,Oui
SINAPRID,200 mg,Comprimes secables,B/10,7.435,6.315,SULPIRIDE,Antipsychotiques,Oui
SINAPRID,50 mg,Gelules,B/30,7.06,3.647,SULPIRIDE,Antipsychotiques,Oui
SINGULAIR,10 mg,Comprimes pellicules,B/28,57.035,29.012,MONTELUKAST,Bronchodilatateurs,Oui
SINGULAIR,4 mg,Granules à liberation prolongee,B/28 sachets,48.785,32.701,MONTELUKAST,Bronchodilatateurs,Oui
SINGULAIR,5 mg,Comprimes à croquer,B/28,37.24,29.012,MONTELUKAST,Bronchodilatateurs,Oui
SINOCORT,50 µg/dose,Suspension nasale,FL/12 ml,13.01,11.016,MOMETASONE,Corticoïdes,Oui
SINTROM,4 mg,Comprimes,FL/60,4.928,4.182,ACENOCOUMAROL,Anticoagulants,Oui
SINTROM,4 mg,Comprimes secables,B/20,1.76,1.394,ACENOCOUMAROL,Anticoagulants,Oui
SIPRODIS,500 mg,Comprimes pellicules secables,B/14,9.34,7.783,CIPROFLOXACINE,Antibiotiques,Oui
SKENAN LP,10 mg,Gelules à liberation prolongee,B/14,14.402,14.402,MORPHINE,Analgésiques (antidouleurs),Non
SKENAN LP,30 mg,Gelules à liberation prolongee,B/14,35.033,35.033,MORPHINE,Analgésiques (antidouleurs),Non
SKENAN LP,60 mg,Gelules à liberation prolongee,B/14,68.869,68.869,MORPHINE,Analgésiques (antidouleurs),Non
SMACTYL,3 g,Poudre pour suspension orale,B/12 sachets,4.615,1.234,DIOSMECTITE,Antidiarrhéiques,Non
SMACTYL,3 g,Poudre pour suspension orale,B/30 sachets,4.615,1.234,DIOSMECTITE,Antidiarrhéiques,Non
SMECTA ORANGE-VANILLE,3 g,Poudre pour suspension orale,B/30 sachets,7.735,3.084,DIOSMECTITE,Antidiarrhéiques,Non
SOLARID,200 mg,Comprimes secables,B/30,36.58,27.948,AMISULPRIDE,Antipsychotiques,Oui
SOLARID,200 mg,Comprimes secables,B/60,65.775,55.896,AMISULPRIDE,Antipsychotiques,Oui
SOLARID 100,100 mg,Comprimes secables,B/30,26.15,22.21,AMISULPRIDE,Antipsychotiques,Oui
SOLARID 400,400 mg,Comprimes pellicules secables,B/30,73.925,54.825,AMISULPRIDE,Antipsychotiques,Oui
SOLFICINE,10 mg,Comprimes pellicules,B/30,35.14,29.86,SOLIFENACINE SUCCINATE,Antispasmodiques,Non
SOLFICINE,5 mg,Comprimes pellicules,B/30,35.14,29.86,SOLIFENACINE SUCCINATE,Antispasmodiques,Non
SOLIAN,100 mg,Comprimes secables,B/30,59.885,22.21,AMISULPRIDE,Antipsychotiques,Oui
SOLIAN,400 mg,Comprimes pellicules secables,B/30,173.055,54.825,AMISULPRIDE,Antipsychotiques,Oui
SOLICARE,10 mg,Comprimes pellicules,B/30,51.04,29.86,SOLIFENACINE SUCCINATE,Antispasmodiques,Non
SOLICARE,5 mg,Comprimes pellicules,B/30,51.04,29.86,SOLIFENACINE SUCCINATE,Antispasmodiques,Non
SOLOTIK,100 mg,Comprimes pellicules secables,FL/15,21.7,15.759,SERTRALINE,Antidépresseurs,Oui
SOLOTIK,50 mg,Comprimes pellicules secables,FL/15,12.065,8.861,SERTRALINE,Antidépresseurs,Oui
SOLOTIK,50 mg,Comprimes pellicules secables,FL/30,21.7,17.723,SERTRALINE,Antidépresseurs,Oui
SOLU-MEDROL,20 mg/2 ml,Pdre p.prep.injectable,B/1 FL + solv/2 ml,2.13,1.776,METHYLPREDNISOLONE,Corticoïdes,Oui
SOLU-MEDROL,40 mg/2 ml,Pdre p.prep.injectable,B/1 FL + solv/2 ml,3.1,2.635,METHYLPREDNISOLONE,Corticoïdes,Oui
SOLUPRED,5 mg,Comprimes effervescents,FL/30,6.47,5.38,PREDNISOLONE,Corticoïdes,Oui
SOTALOL,160 mg,Comprimes secables,B/30,10.645,9.027,SOTALOL,Antihypertenseurs,Oui
SPACINOL,80 mg,Comprimes orodispersibles,B/10,3.23,0.984,PHLOROGLUCINOL,Antispasmodiques,Non
SPACINOL,80 mg,Comprimes orodispersibles,B/20,7.175,1.968,PHLOROGLUCINOL,Antispasmodiques,Non
SPASCARE,160 mg,Comprimes orodispersibles,B/10,6.29,1.932,PHLOROGLUCINOL,Antispasmodiques,Non
SPASCARE,80 mg,Comprimes orodispersibles,B/20,6.24,1.968,PHLOROGLUCINOL,Antispasmodiques,Non
SPASMOCALM,80 mg,Comprimes orodispersibles,B/20,8.955,1.968,PHLOROGLUCINOL,Antispasmodiques,Non
SPASMOLAX,80 mg,Comprimes orodispersibles,B/10,2.705,0.984,PHLOROGLUCINOL,Antispasmodiques,Non
SPASMOMEN,40 mg,Comprimes enrobes,B/30,11.88,3.852,OTYLONIUM BROMURE,Antispasmodiques,Non
SPASMOSTOP,160 mg,Comprimes orodispersibles,B/10,6.54,1.932,PHLOROGLUCINOL,Antispasmodiques,Non
SPASMOSTOP,80 mg,Comprimes orodispersibles,B/15,5.45,1.476,PHLOROGLUCINOL,Antispasmodiques,Non
SPASTOP,40 mg,Comprimes pellicules,B/10,3.21,1.284,OTYLONIUM BROMURE,Antispasmodiques,Non
SPASTOP,40 mg,Comprimes pellicules,B/30,9.69,3.852,OTYLONIUM BROMURE,Antispasmodiques,Non
SPIOLTO RESPIMAT,"2,5 µg/2,5 µg",Solution pour inhalation,B/1 cart de 60 bouf + inhal respimat,126.355,107.355,TIOTROPIUM+OLODATEROL,Bronchodilatateurs,Oui
SPIRA 1.5 MUI,"1,5 MU",Comprimes pellicules,B/16,7.14,6.066,SPIRAMYCINE,Antibiotiques,Oui
SPIRA 3 MUI,3 MU,Comprimes pellicules,B/10,8.28,6.553,SPIRAMYCINE,Antibiotiques,Oui
SPIRAMIZOLE,"1,5 MUI/250 mg",Comprimes pellicules secables,B/10,5.46,4.539,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
SPIRAMIZOLE,"1,5 MUI/250 mg",Comprimes pellicules secables,B/20,10.68,9.078,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
SPIRAZOL,"0,75 MUI/125 mg",Comprimes pellicules,B/20,4.495,3.808,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
SPIRIVA,18 µg,Poudre pour inhalation buccale,B/30 gélules,90.525,59.976,TIOTROPIUM,Bronchodilatateurs,Oui
SPIROGYL,"0,75 MUI/125 mg",Comprimes pellicules,B/20,5.74,3.808,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
SPIROX,3 MU,Comprimes pellicules,B/10,7.71,6.553,SPIRAMYCINE,Antibiotiques,Oui
SPORALIM,"1,00%",Lotion,FL/30 ml,3.245,2.754,TOLNAFTATE,Antifongiques,Non
STABLON,"12,5 mg",Comprimes enrobes,B/28,24.997,21.23,TIANEPTINE,Antidépresseurs,Oui
STAFLOX,500 mg,Gelules,B/12,5.98,4.712,FLUCLOXACILLINE,Antibiotiques,Oui
STAFLOX,500 mg,Gelules,B/24,11.11,9.425,FLUCLOXACILLINE,Antibiotiques,Oui
STAGID,700 mg,Comprimes secables,B/30,5.89,4.998,METFORMINE,Antidiabétiques,Oui
STALORAL P 5 GRAMINEES Coffret Traitement (10/100/300 IR) Bt 3,300 IR/ml,Gouttes buvables,C/3FL/10 ml (300ir),179.793,139.86,POLLENS GRAMINEES -5 GRAMINEES,Autres,Oui
STALORAL P OLIVIER Coffret Entretien 300 IR Bt 1,300 IR/ml,Solution sublinguale,C/1FL/10 ml (300ir),153.156,120.838,POLLENS ARBRES ET ARBUSTES - OLIVIER,Autres,Oui
STALORAL P OLIVIER Coffret Traitement (10/100/300 IR) Bt 3,"10,100,300 IR/ml",Solution sublinguale,C/3FL/10 ml(10ou100/ou300ir),179.793,141.854,POLLENS ARBRES ET ARBUSTES - OLIVIER,Autres,Oui
STATINOR,10 mg,Comprimes pellicules,B/30,26.045,12.47,ATORVASTATINE,Autres,Oui
STATINOR,10 mg,Comprimes pellicules,B/60,33.895,24.939,ATORVASTATINE,Autres,Oui
STATINOR,10 mg,Comprimes pellicules,B/90,48.3,37.408,ATORVASTATINE,Autres,Oui
STELAR,10 mg,Granules pour suspension buvable,B/14 sachets,10.915,9.163,ESOMEPRAZOLE,Antiacides,Non
STELAR,10 mg,Granules pour suspension buvable,B/28,21.56,18.326,ESOMEPRAZOLE,Antiacides,Non
STELAR,20 mg,Gelules gastroresistantes,B/7,4.83,3.641,ESOMEPRAZOLE,Antiacides,Non
STELAR,40 mg,Gelules gastroresistantes,B/7,9.735,4.343,ESOMEPRAZOLE,Antiacides,Non
STEROGYL,"0,05%",Gouttes buvables,FL/20 ml,3.025,2.567,ERGOCALCIFEROL,Vitamines et compléments alimentaires,Non
STEZA,10 mg,Comprimes secables,B/30,7.62,1.402,HYDROCORTISONE,Corticoïdes,Oui
STOPALGIC,1000 mg,Comprimes secables,B/8,2.68,1.986,PARACETAMOL,Analgésiques (antidouleurs),Non
STOPALGIC,500 mg,Comprimes secables,B/20,1.82,0.85,PARACETAMOL,Analgésiques (antidouleurs),Non
STOPALGIC CODEINE 300/25,300 mg/25 mg,Comprimes,B/16,3.15,2.326,CODEINE+PARACETAMOL,Analgésiques (antidouleurs),Oui
STOPALGIC EXTRA,500 mg/65 mg,Comprimes pellicules,B/14,2.46,1.559,PARACETAMOL+CAFEINE,Analgésiques (antidouleurs),Non
SUCRAZIDE,5 mg,Comprimes secables,B/30,2.338,1.964,GLIPIZIDE,Antidiabétiques,Oui
SULFAGUANIDINE,500 mg,Comprimes,B/20,2.04,0.816,SULFAGUANIDINE,Antidiarrhéiques,Non
SULFATRIM,400 mg/80 mg,Comprimes secables,B/20,4.83,2.193,COTRIMOXAZOLE,Antibiotiques,Oui
SULPIRIL,"0,50%",Solution buvable,FL/200 ml,3.56,2.38,SULPIRIDE,Antipsychotiques,Oui
SULPIRIL,50 mg,Gelules,B/30,4.32,3.647,SULPIRIDE,Antipsychotiques,Oui
SUPERSTAT,5 mg,Comprimes pellicules,B/30,18.895,11.628,ROSUVASTATINE,Autres,Oui
SUPRADOL,"325 mg/37,5 mg",Comprimes,B/20,8.49,3.808,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),Non
SUPRADOL,"37,5 mg/325 mg",Gelules,B/16,8.18,3.046,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),Non
SUPRASONE,"0,05%",Creme dermique,T/15 g,4.055,2.372,BETAMETHASONE,Corticoïdes,Non
SUPRASONE,"0,05%",Lotion,FL/30 g,4.635,1.53,BETAMETHASONE,Corticoïdes,Non
SUPRASONE,"0,05%",Pommade dermique,T/15 g,4.21,2.461,BETAMETHASONE,Corticoïdes,Non
SUPRASTENE,"0,5 mg/ml",Gouttes buvables,FL/30 ml,6.13,4.386,BETAMETHASONE,Corticoïdes,Oui
SURANIL,10 mg,Comprimes secables,B/60,15.78,2.805,HYDROCORTISONE,Corticoïdes,Oui
SURGAM,200 mg,Comprimes secables,B/20,11.035,5.644,ACIDE TIAPROFENIQUE,Anti-inflammatoires,Oui
SURMONTIL,25 mg,Comprimes,B/50,3.135,2.635,TRIMIPRAMINE,Antidépresseurs,Oui
SYBROL,25 µg,Suspension pour inhalation,FL/120 doses,32.32,27.438,SALMETEROL,Bronchodilatateurs,Oui
SYBROL,25 µg,Suspension pour inhalation,FL/60 doses,17.53,13.719,SALMETEROL,Bronchodilatateurs,Oui
SYMBICORT TURBUHALER,100 µg/6 µg,Poudre pour inhalation buccale,FL/120 doses,59.627,50.592,BUDESONIDE+FORMOTEROL,Bronchodilatateurs,Oui
SYMBICORT TURBUHALER,200 µg/6 µg,Poudre pour inhalation buccale,FL/120 doses,76.594,65.076,BUDESONIDE+FORMOTEROL,Bronchodilatateurs,Oui
SYMBICORT TURBUHALER,400 µg/12 µg,Poudre pour inhalation buccale,FL/60 doses,91.865,39.831,BUDESONIDE+FORMOTEROL,Bronchodilatateurs,Oui
SYNALVIC,"37,5 mg/325 mg",Comprimes pellicules,B/20,4.92,3.808,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),Non
T 12/8,"30,50%",Gouttes buvables,FL/20 ml,2.58,1.032,HEPTAMINOL,Autres,Oui
TAHOR,10 mg,Comprimes pellicules,B/28,32.55,11.638,ATORVASTATINE,Autres,Oui
TAHOR,10 mg,Comprimes pellicules,B/91,94.12,37.824,ATORVASTATINE,Autres,Oui
TALLIS,"1,00%",Creme dermique,T/15 g,6.405,5.444,TERBINAFINE,Antifongiques,Non
TALLIS,"1,00%",Solution pour application cutanee,FL/30 ml,10.365,8.798,TERBINAFINE,Antifongiques,Non
TALLIS,"1,00%",Spray solution,FL/15 ml,7.65,4.399,TERBINAFINE,Antifongiques,Non
TALLIS,250 mg,Comprimes secables,B/14,24.74,18.469,TERBINAFINE,Antifongiques,Non
TALLIS,250 mg,Comprimes secables,B/28,46.74,36.938,TERBINAFINE,Antifongiques,Non
TALLIS,250 mg,Comprimes secables,B/42,70.97,55.406,TERBINAFINE,Antifongiques,Non
TAMIFEN,10 mg,Comprimes secables,B/30,13.585,13.56,TAMOXIFENE,Anticancéreux,Oui
TAMIFEN,20 mg,Comprimes,B/30,19.981,19.98,TAMOXIFENE,Anticancéreux,Oui
TAMIZOL,250 mg,Comprimes pellicules,B/20,3.64,2.312,METRONIDAZOLE,Antibiotiques,Oui
TAMIZOL,"4,00%",Suspension buvable,FL/125 ml,6.04,4.462,METRONIDAZOLE,Antibiotiques,Oui
TANAKAN,"4,00%",Gouttes buvables,FL/30 ml,11.96,2.292,GINKGO BILOBA,Autres,Oui
TANAKAN,40 mg,Comprimes enrobes,B/30,10.05,2.532,GINKGO BILOBA,Autres,Oui
TANAKAN,40 mg,Comprimes enrobes,B/90,27.63,7.596,GINKGO BILOBA,Autres,Oui
TANIDINA,150 mg,Comprimes,B/20,11.04,9.384,RANITIDINE,Antiacides,Non
TARDIPEN,"0,6 MUI",Pdre p.prep.injectable,B/1 FL + solv/2 ml,1.795,1.398,BENZATHINE BENZYLPENICILLINE,Antibiotiques,Oui
TARDIPEN,"1,2 MUI",Pdre p.prep.injectable,B/1 FL + solv/4 ml,2.155,1.832,BENZATHINE BENZYLPENICILLINE,Antibiotiques,Oui
TARDYFERON,80 mg,Comprimes pellicules,B/100,15.82,13.43,FER,Vitamines et compléments alimentaires,Non
TARDYFERON,80 mg,Comprimes pellicules,B/30,8.36,4.029,FER,Vitamines et compléments alimentaires,Non
TARDYFERON B9,50 mg,Comprimes pellicules,B/105,6.685,2.881,FER+ACIDE FOLIQUE,Vitamines et compléments alimentaires,Non
TARDYFERON B9,50 mg,Comprimes pellicules,B/30,6.685,2.881,FER+ACIDE FOLIQUE,Vitamines et compléments alimentaires,Non
TARDYFERON B9,50 mg,Comprimes pellicules,B/90,12.1,8.645,FER+ACIDE FOLIQUE,Vitamines et compléments alimentaires,Non
TAREG,80 mg,Comprimes pellicules,B/30,38.955,14.56,VALSARTAN,Antihypertenseurs,Oui
TAREG 80,80 mg,Comprimes pellicules,B/90,92.705,43.681,VALSARTAN,Antihypertenseurs,Oui
TAVAFLOX,500 mg,Comprimes pellicules secables,B/5,22.775,12.342,LEVOFLOXACINE,Antibiotiques,Oui
TAVANIC,500 mg,Comprimes pellicules,B/10,50.375,24.684,LEVOFLOXACINE,Antibiotiques,Oui
TAVANIC,500 mg,Comprimes pellicules,B/5,24.595,12.342,LEVOFLOXACINE,Antibiotiques,Oui
