medicament_id,numero_lot,quantite_en_stock,date_fabrication,date_expiration,emplacement,dernier_reapprovisionnement
1957,2412-T065,104,2024-12-09,2028-06-09,D15,2025-07-30
1957,2504-C239,178,2025-04-09,2028-09-09,B11,2026-05-19
1958,2404-M670,137,2024-04-09,2026-06-09,B16,2025-08-07
1958,2410-L416,83,2024-10-09,2027-02-09,C17,2026-03-18
1959,2410-V037,39,2024-10-09,2027-01-09,B20,2025-07-28
1959,2508-A874,20,2025-08-09,2028-01-09,D12,2026-03-25
1960,2408-N579,50,2024-08-09,2027-03-09,B18,2026-06-30
1960,2502-Z761,185,2025-02-09,2028-07-09,B16,2025-03-17
1961,2409-B094,102,2024-09-09,2027-08-09,A6,2025-07-11
1961,2503-N185,103,2025-03-09,2028-09-09,D7,2026-01-23
1962,2311-T076,106,2023-11-09,2025-11-09,D15,2025-08-29
1962,2411-F353,107,2024-11-09,2027-08-09,A19,2024-12-04
1962,2504-D856,9,2025-04-09,2027-09-09,D20,2025-07-07
1963,2311-W750,148,2023-11-09,2025-12-09,A8,2025-03-16
1963,2408-E003,25,2024-08-09,2027-06-09,C15,2026-02-08
1964,2405-Y857,36,2024-05-09,2027-05-09,Rayon3,2025-02-21
1964,2410-B276,113,2024-10-09,2027-08-09,A1,2025-10-11
1965,2411-T658,153,2024-11-09,2027-05-09,Rayon7,2025-12-16
1965,2503-Z090,87,2025-03-09,2028-01-09,C4,2025-08-30
1965,2509-Z873,10,2025-09-09,2028-02-09,B13,2026-03-03
1966,2410-V108,187,2024-10-09,2027-02-09,B6,2025-06-04
1966,2508-A855,85,2025-08-09,2028-09-09,B8,2026-02-18
1967,2410-J014,47,2024-10-09,2026-12-09,Rayon8,2024-12-22
1967,2508-B309,162,2025-08-09,2027-11-09,C13,2026-06-29
1967,2606-Z343,77,2026-06-09,2029-04-09,D11,2026-07-04
1968,2406-W227,51,2024-06-09,2027-12-09,D17,2025-11-25
1968,2502-K231,54,2025-02-09,2028-06-09,Rayon7,2025-12-28
1969,2403-J095,32,2024-03-09,2026-10-09,D14,2025-11-17
1969,2412-C595,107,2024-12-09,2028-01-09,B8,2025-08-08
1970,2407-Y096,7,2024-07-09,2027-12-09,C7,2026-03-12
1970,2501-W481,99,2025-01-09,2028-06-09,C20,2025-02-08
1970,2507-E614,186,2025-07-09,2028-12-09,A7,2026-03-25
1971,2409-V094,198,2024-09-09,2027-01-09,Rayon3,2026-06-29
1971,2507-L915,190,2025-07-09,2028-05-09,B19,2025-12-10
1972,2404-K261,85,2024-04-09,2026-09-09,A14,2024-06-06
1972,2409-G056,174,2024-09-09,2027-05-09,A3,2025-10-11
1973,2401-A085,94,2024-01-09,2027-07-09,A8,2026-06-07
1973,2407-F115,191,2024-07-09,2027-10-09,D16,2024-08-14
1974,2407-M153,120,2024-07-09,2027-01-09,B5,2024-08-24
1974,2503-H153,121,2025-03-09,2027-12-09,A19,2025-09-04
1974,2508-L182,142,2025-08-09,2028-01-09,D11,2025-11-22
1975,2409-K779,177,2024-09-09,2026-09-09,Rayon7,2025-01-23
1975,2508-A131,74,2025-08-09,2028-09-09,C16,2026-05-03
1975,2606-K730,37,2026-06-09,2028-12-09,D19,2026-06-23
1976,2412-M493,40,2024-12-09,2027-11-09,D10,2025-02-24
1976,2511-J244,122,2025-11-09,2028-04-09,D10,2025-12-07
1976,2607-M990,147,2026-07-09,2028-08-09,Rayon3,2026-07-10
1977,2411-B991,174,2024-11-09,2027-09-09,A17,2026-03-06
1977,2510-G546,93,2025-10-09,2028-06-09,Rayon8,2026-05-03
1977,2604-H634,80,2026-04-09,2029-09-09,B14,2026-04-24
1978,2312-X021,167,2023-12-09,2026-08-09,C13,2025-08-30
1978,2410-G803,76,2024-10-09,2027-05-09,Rayon9,2025-01-12
1978,2507-K000,159,2025-07-09,2028-03-09,C7,2025-07-23
1979,2312-B914,49,2023-12-09,2026-01-09,Rayon1,2026-01-24
1979,2407-Y695,199,2024-07-09,2026-12-09,D15,2024-09-15
1980,2309-D922,134,2023-09-09,2026-10-09,B13,2024-01-05
1980,2405-E042,117,2024-05-09,2027-01-09,A7,2026-04-16
1981,2310-K479,100,2023-10-09,2026-06-09,A6,2025-06-05
1981,2404-B505,58,2024-04-09,2027-10-09,Rayon8,2026-02-25
1982,2410-C997,14,2024-10-09,2027-07-09,A16,2025-04-15
1982,2503-F912,126,2025-03-09,2028-08-09,C17,2026-05-20
1982,2507-L347,138,2025-07-09,2029-01-09,D15,2025-09-10
1983,2402-Y160,85,2024-02-09,2026-12-09,B3,2024-03-21
1983,2406-N874,49,2024-06-09,2027-11-09,A4,2024-11-20
1984,2403-W586,124,2024-03-09,2027-01-09,A15,2024-04-05
1984,2501-D891,29,2025-01-09,2027-05-09,C19,2025-07-25
1984,2509-R019,191,2025-09-09,2028-02-09,A19,2026-06-23
1985,2402-W140,106,2024-02-09,2027-08-09,D20,2025-10-16
1985,2501-L994,117,2025-01-09,2027-10-09,A2,2025-04-11
1986,2404-J253,125,2024-04-09,2026-07-09,B2,2025-08-30
1986,2412-G746,182,2024-12-09,2027-05-09,Rayon8,2025-05-08
1986,2506-N381,12,2025-06-09,2027-10-09,D13,2026-06-27
1987,2401-R805,177,2024-01-09,2026-11-09,C13,2024-01-13
1987,2407-T121,117,2024-07-09,2027-01-09,Rayon3,2024-12-24
1987,2505-C163,55,2025-05-09,2027-07-09,A5,2025-06-08
1988,2309-E258,130,2023-09-09,2027-01-09,D3,2025-04-04
1988,2408-A467,172,2024-08-09,2027-07-09,A8,2025-10-17
1989,2403-F214,181,2024-03-09,2026-06-09,A7,2025-07-03
1989,2407-R361,10,2024-07-09,2027-08-09,Rayon4,2026-02-19
1990,2312-G147,52,2023-12-09,2027-01-09,B9,2026-04-05
1990,2407-L481,71,2024-07-09,2027-06-09,B14,2025-09-02
1990,2412-T210,128,2024-12-09,2027-11-09,D8,2026-04-22
1991,2412-P920,195,2024-12-09,2027-05-09,D4,2025-07-26
1991,2508-Z998,43,2025-08-09,2028-04-09,C15,2026-04-21
1991,2606-A275,127,2026-06-09,2029-03-09,C5,2026-06-28
1992,2408-N055,198,2024-08-09,2027-12-09,B9,2025-01-11
1992,2502-C338,40,2025-02-09,2028-04-09,Rayon8,2025-03-03
1992,2508-N465,52,2025-08-09,2028-09-09,D5,2026-04-07
1993,2310-H685,6,2023-10-09,2026-12-09,Rayon6,2023-11-15
1993,2402-M762,136,2024-02-09,2027-05-09,Rayon1,2024-04-20
1993,2407-G840,24,2024-07-09,2027-07-09,A14,2024-08-02
1994,2408-Z179,49,2024-08-09,2027-04-09,D11,2024-09-01
1994,2412-B548,70,2024-12-09,2028-04-09,C9,2025-07-27
1995,2412-W344,81,2024-12-09,2028-05-09,B20,2026-05-01
1995,2509-B051,191,2025-09-09,2028-07-09,A6,2025-09-25
1996,2401-C186,43,2024-01-09,2027-07-09,D9,2025-07-27
1996,2501-L487,175,2025-01-09,2028-01-09,A9,2025-09-29
1996,2510-D385,185,2025-10-09,2028-07-09,B4,2025-10-11
1997,2408-C845,34,2024-08-09,2028-01-09,Rayon1,2025-12-18
1997,2502-V297,49,2025-02-09,2028-03-09,Rayon5,2025-09-13
1997,2510-T778,6,2025-10-09,2028-10-09,D20,2026-02-09
1998,2411-T371,43,2024-11-09,2026-12-09,A3,2026-07-01
1998,2506-C416,6,2025-06-09,2027-12-09,Rayon3,2025-07-28
1999,2409-K944,70,2024-09-09,2027-05-09,D10,2025-10-16
1999,2508-N654,98,2025-08-09,2028-06-09,A3,2026-03-12
2000,2404-T471,170,2024-04-09,2027-09-09,D15,2024-07-11
2000,2408-A856,188,2024-08-09,2028-01-09,C15,2024-08-24
2001,2411-M860,179,2024-11-09,2027-05-09,A7,2026-01-06
2001,2507-Z894,40,2025-07-09,2028-11-09,C5,2026-06-30
2002,2412-E493,188,2024-12-09,2027-10-09,D10,2025-04-30
2002,2504-J974,52,2025-04-09,2028-01-09,A3,2025-09-27
2002,2602-J113,61,2026-02-09,2028-06-09,B15,2026-06-06
2003,2409-N737,116,2024-09-09,2027-07-09,B10,2026-01-21
2003,2503-E173,124,2025-03-09,2027-10-09,D10,2026-02-28
2003,2511-M078,106,2025-11-09,2028-08-09,B15,2026-05-18
2004,2408-G727,133,2024-08-09,2027-11-09,B12,2024-12-12
2004,2508-T304,99,2025-08-09,2028-11-09,B12,2025-08-15
2004,2512-P399,9,2025-12-09,2029-04-09,A17,2026-03-30
2005,2407-B765,142,2024-07-09,2027-12-09,C13,2025-07-26
2005,2412-A749,131,2024-12-09,2028-04-09,D7,2025-01-13
2006,2309-L985,75,2023-09-09,2027-03-09,D3,2026-05-19
2006,2408-T368,56,2024-08-09,2027-07-09,C12,2025-05-14
2006,2503-A016,145,2025-03-09,2027-12-09,A18,2025-08-07
2007,2411-H819,32,2024-11-09,2028-02-09,C20,2026-05-04
2007,2510-J740,77,2025-10-09,2028-07-09,Rayon1,2026-03-27
2008,2402-A005,63,2024-02-09,2026-05-09,A17,2024-06-17
2008,2502-H766,185,2025-02-09,2028-01-09,D8,2025-08-10
2008,2601-E962,181,2026-01-09,2028-04-09,C18,2026-06-21
2009,2404-A818,115,2024-04-09,2027-07-09,B7,2024-12-13
2009,2408-E306,199,2024-08-09,2028-01-09,B15,2025-05-04
2009,2504-V035,83,2025-04-09,2028-06-09,C6,2026-01-03
2010,2402-H450,18,2024-02-09,2027-05-09,B12,2026-01-03
2010,2406-E752,94,2024-06-09,2027-09-09,B10,2025-11-07
2010,2501-G361,63,2025-01-09,2028-07-09,Rayon4,2025-04-06
2011,2501-N112,22,2025-01-09,2028-03-09,D18,2025-10-12
2011,2507-H587,66,2025-07-09,2028-08-09,B2,2026-04-18
2012,2309-T135,42,2023-09-09,2026-05-09,D6,2025-08-23
2012,2408-N739,63,2024-08-09,2027-09-09,B4,2026-03-08
2012,2507-F942,146,2025-07-09,2028-07-09,D20,2025-10-31
2013,2410-Y294,194,2024-10-09,2027-09-09,A9,2025-03-16
2013,2502-W838,15,2025-02-09,2028-03-09,C6,2026-04-24
2013,2507-M147,82,2025-07-09,2028-06-09,Rayon6,2025-08-31
2014,2309-V562,52,2023-09-09,2026-05-09,Rayon6,2025-09-20
2014,2405-B726,28,2024-05-09,2026-06-09,Rayon8,2024-06-11
2014,2504-V118,66,2025-04-09,2028-06-09,A1,2025-09-07
2015,2310-M675,105,2023-10-09,2026-06-09,A20,2025-01-10
2015,2405-H657,73,2024-05-09,2027-04-09,C5,2026-04-10
2016,2410-B513,80,2024-10-09,2027-03-09,A11,2025-01-21
2016,2508-M067,59,2025-08-09,2027-09-09,A13,2026-05-07
2017,2412-B790,117,2024-12-09,2028-06-09,D8,2025-05-11
2017,2507-T534,200,2025-07-09,2028-08-09,A18,2026-06-21
2018,2310-X872,98,2023-10-09,2026-11-09,D5,2024-11-02
2018,2403-Z047,63,2024-03-09,2027-01-09,C11,2025-08-08
2019,2501-C530,115,2025-01-09,2027-09-09,C3,2026-05-03
2019,2601-B300,200,2026-01-09,2028-01-09,Rayon5,2026-03-26
2019,2606-D040,54,2026-06-09,2028-11-09,B4,2026-06-27
2020,2404-M481,169,2024-04-09,2026-05-09,A19,2026-01-28
2020,2503-Y017,189,2025-03-09,2028-05-09,D16,2025-05-21
2021,2310-G667,172,2023-10-09,2025-10-09,A20,2024-04-16
2021,2402-L817,11,2024-02-09,2026-03-09,B16,2026-04-28
2022,2412-E539,173,2024-12-09,2027-03-09,D17,2026-05-22
2022,2504-Y174,59,2025-04-09,2028-07-09,B12,2026-01-24
2023,2403-D072,44,2024-03-09,2026-06-09,A7,2025-09-18
2023,2412-Y193,189,2024-12-09,2028-04-09,D6,2026-05-09
2023,2508-M090,143,2025-08-09,2029-02-09,C5,2025-12-08
2024,2402-Z148,54,2024-02-09,2026-08-09,B13,2025-07-28
2024,2411-Z487,172,2024-11-09,2028-05-09,C12,2026-03-19
2024,2505-E144,40,2025-05-09,2028-09-09,D10,2025-07-22
2025,2401-K782,166,2024-01-09,2027-06-09,D7,2025-04-02
2025,2412-X509,51,2024-12-09,2027-08-09,D8,2025-05-27
2025,2511-V143,20,2025-11-09,2028-01-09,A17,2025-11-17
2026,2309-L144,180,2023-09-09,2026-08-09,A12,2025-09-21
2026,2402-K554,49,2024-02-09,2026-09-09,A11,2025-06-02
2027,2309-H289,138,2023-09-09,2026-11-09,C2,2024-08-18
2027,2408-W364,165,2024-08-09,2026-12-09,B16,2025-07-02
2027,2501-P484,8,2025-01-09,2027-11-09,A11,2025-06-07
2028,2501-T014,77,2025-01-09,2027-06-09,C19,2025-05-30
2028,2510-F450,115,2025-10-09,2028-12-09,C7,2026-05-13
2029,2407-F000,46,2024-07-09,2026-12-09,Rayon5,2025-05-04
2029,2504-P999,64,2025-04-09,2027-06-09,Rayon9,2026-02-03
2030,2406-N022,65,2024-06-09,2027-02-09,D11,2025-01-03
2030,2412-T341,88,2024-12-09,2028-05-09,A20,2026-01-29
2031,2311-H549,190,2023-11-09,2027-01-09,A2,2023-11-30
2031,2409-K950,76,2024-09-09,2027-04-09,Rayon5,2026-06-13
2031,2503-F994,42,2025-03-09,2027-10-09,D18,2025-11-05
2032,2411-A434,177,2024-11-09,2027-10-09,C9,2025-10-13
2032,2510-E013,121,2025-10-09,2028-11-09,C15,2025-10-24
2033,2407-X677,97,2024-07-09,2026-09-09,C1,2026-04-28
2033,2412-Y243,8,2024-12-09,2027-09-09,Rayon8,2024-12-10
2034,2310-C886,169,2023-10-09,2025-12-09,Rayon6,2024-03-21
2034,2408-H490,35,2024-08-09,2026-11-09,D7,2026-01-27
2034,2508-N681,40,2025-08-09,2029-02-09,Rayon8,2025-08-22
2035,2412-F532,24,2024-12-09,2027-09-09,A19,2025-08-26
2035,2504-J384,118,2025-04-09,2028-07-09,B3,2026-02-09
2035,2602-H470,40,2026-02-09,2029-03-09,Rayon9,2026-02-10
2036,2408-R149,96,2024-08-09,2027-11-09,C8,2026-04-13
2036,2503-J815,44,2025-03-09,2028-03-09,A12,2025-07-20
2036,2511-J771,127,2025-11-09,2028-10-09,A2,2026-04-12
2037,2402-F337,28,2024-02-09,2026-12-09,C2,2024-06-28
2037,2410-Y374,129,2024-10-09,2027-01-09,A10,2026-02-19
2038,2311-T973,166,2023-11-09,2027-02-09,Rayon2,2023-12-22
2038,2407-R014,112,2024-07-09,2027-10-09,C17,2024-08-14
2038,2507-H776,171,2025-07-09,2028-11-09,B19,2026-05-19
2039,2501-E743,174,2025-01-09,2027-08-09,A6,2026-04-28
2039,2601-P531,40,2026-01-09,2029-06-09,B14,2026-01-28
2040,2309-B338,150,2023-09-09,2026-05-09,D8,2023-10-09
2040,2403-R891,166,2024-03-09,2026-07-09,B20,2024-03-22
2041,2406-B583,154,2024-06-09,2026-09-09,A11,2026-05-01
2041,2412-B554,72,2024-12-09,2027-08-09,A7,2025-07-18
2042,2312-X852,182,2023-12-09,2027-01-09,C8,2025-04-10
2042,2406-Y743,185,2024-06-09,2027-02-09,B19,2026-02-27
2043,2501-H847,114,2025-01-09,2028-05-09,Rayon5,2026-03-12
2043,2508-P271,192,2025-08-09,2028-08-09,D6,2025-09-29
2044,2403-A490,104,2024-03-09,2027-08-09,C20,2025-11-23
2044,2407-A378,151,2024-07-09,2027-12-09,C20,2026-04-24
2045,2411-K582,180,2024-11-09,2027-08-09,C2,2026-05-14
2045,2509-N340,165,2025-09-09,2029-02-09,C18,2026-06-05
2045,2607-T736,82,2026-07-09,2029-10-09,D5,2026-07-09
2046,2312-L630,48,2023-12-09,2027-03-09,A5,2025-08-21
2046,2404-V648,178,2024-04-09,2027-10-09,Rayon7,2024-11-08
2046,2411-H017,71,2024-11-09,2028-01-09,B14,2026-06-23
2047,2310-J527,14,2023-10-09,2025-10-09,B7,2026-04-16
2047,2403-F153,151,2024-03-09,2027-02-09,A3,2025-05-06
2047,2408-C455,193,2024-08-09,2027-04-09,Rayon2,2025-01-01
2048,2408-G355,15,2024-08-09,2027-02-09,C4,2025-12-06
2048,2505-P598,68,2025-05-09,2027-10-09,C5,2026-02-17
2048,2601-G667,155,2026-01-09,2029-03-09,A14,2026-02-21
2049,2407-A718,53,2024-07-09,2027-08-09,D17,2025-05-10
2049,2501-R058,139,2025-01-09,2028-02-09,C15,2025-04-20
2050,2312-M286,9,2023-12-09,2027-05-09,C20,2025-05-11
2050,2404-Y275,96,2024-04-09,2027-09-09,B16,2025-03-07
2051,2412-G298,59,2024-12-09,2027-06-09,B4,2025-01-05
2051,2512-R385,165,2025-12-09,2028-12-09,D10,2026-01-25
2051,2606-E990,193,2026-06-09,2029-02-09,A11,2026-07-07
2052,2404-C050,19,2024-04-09,2027-09-09,B13,2026-03-12
2052,2409-Y211,66,2024-09-09,2028-01-09,B11,2026-05-31
2053,2501-L230,145,2025-01-09,2027-04-09,Rayon5,2025-01-26
2053,2511-N542,196,2025-11-09,2028-06-09,D10,2026-01-20
2054,2408-T468,31,2024-08-09,2027-03-09,Rayon8,2024-11-10
2054,2502-X567,65,2025-02-09,2028-04-09,A19,2025-03-24
2054,2506-J303,55,2025-06-09,2028-12-09,Rayon2,2025-09-24
2055,2401-B029,134,2024-01-09,2026-06-09,B6,2026-01-13
2055,2411-T384,127,2024-11-09,2026-11-09,A13,2025-10-31
2056,2402-V610,200,2024-02-09,2027-08-09,A6,2025-04-26
2056,2411-Z777,114,2024-11-09,2028-01-09,Rayon6,2025-10-27
2057,2410-E701,197,2024-10-09,2027-07-09,D17,2026-06-29
2057,2505-K004,134,2025-05-09,2028-05-09,C18,2025-08-17
2057,2512-B315,52,2025-12-09,2028-07-09,Rayon2,2026-02-13
2058,2411-V286,193,2024-11-09,2028-04-09,A14,2025-09-29
2058,2504-W633,40,2025-04-09,2028-08-09,A1,2025-11-11
2059,2311-F729,74,2023-11-09,2025-12-09,Rayon2,2025-01-12
2059,2403-P276,135,2024-03-09,2027-01-09,D14,2025-06-16
2060,2310-Y754,119,2023-10-09,2026-02-09,D18,2024-05-17
2060,2404-W833,104,2024-04-09,2026-08-09,A2,2025-01-12
2060,2504-A395,7,2025-04-09,2028-03-09,Rayon6,2025-04-21
2061,2411-P259,102,2024-11-09,2028-04-09,Rayon3,2026-06-30
2061,2504-L452,127,2025-04-09,2028-07-09,A18,2025-12-13
2062,2408-M473,152,2024-08-09,2027-08-09,B6,2024-11-01
2062,2502-F045,14,2025-02-09,2028-01-09,C12,2026-02-06
2062,2508-L041,192,2025-08-09,2028-12-09,A20,2025-09-16
2063,2406-X854,83,2024-06-09,2027-04-09,D19,2025-10-05
2063,2502-J423,144,2025-02-09,2028-01-09,A18,2025-02-14
2063,2509-M831,104,2025-09-09,2028-12-09,A6,2026-05-21
2064,2404-Y758,195,2024-04-09,2026-04-09,D14,2024-05-17
2064,2408-H692,101,2024-08-09,2027-02-09,D16,2024-08-11
2065,2412-Y545,69,2024-12-09,2027-09-09,B7,2025-05-15
2065,2506-V119,162,2025-06-09,2028-05-09,D4,2026-03-13
2065,2601-N839,190,2026-01-09,2029-01-09,B19,2026-03-29
2066,2409-N949,94,2024-09-09,2027-01-09,Rayon7,2026-05-26
2066,2505-D336,71,2025-05-09,2028-02-09,A11,2025-11-23
2066,2603-B374,62,2026-03-09,2028-09-09,A16,2026-04-17
2067,2405-P549,158,2024-05-09,2027-02-09,B18,2025-02-14
2067,2503-F736,157,2025-03-09,2027-03-09,Rayon6,2026-04-20
2067,2507-T505,84,2025-07-09,2027-12-09,A8,2025-09-13
2068,2405-M940,154,2024-05-09,2026-09-09,Rayon7,2025-01-08
2068,2411-J319,42,2024-11-09,2027-02-09,C19,2025-02-01
2069,2310-X373,198,2023-10-09,2026-06-09,A19,2025-03-19
2069,2403-Z973,20,2024-03-09,2027-07-09,D9,2025-11-14
2070,2309-Y941,187,2023-09-09,2026-05-09,B6,2025-12-29
2070,2407-A423,111,2024-07-09,2027-05-09,C2,2024-08-18
2071,2410-A446,27,2024-10-09,2027-02-09,C1,2024-10-09
2071,2509-T472,65,2025-09-09,2028-08-09,A6,2025-09-25
2071,2604-X011,91,2026-04-09,2029-06-09,Rayon6,2026-05-30
2072,2501-Z105,146,2025-01-09,2028-04-09,A6,2025-08-19
2072,2511-L154,130,2025-11-09,2028-06-09,D15,2026-01-19
2073,2404-B594,60,2024-04-09,2026-07-09,B10,2025-07-11
2073,2412-H307,37,2024-12-09,2027-10-09,B1,2025-11-15
2074,2402-M937,62,2024-02-09,2027-05-09,D13,2026-03-26
2074,2411-Y624,119,2024-11-09,2027-07-09,C19,2025-08-02
2075,2311-V548,109,2023-11-09,2026-02-09,Rayon4,2024-01-18
2075,2408-B688,126,2024-08-09,2027-11-09,D6,2026-01-28
2076,2401-B561,165,2024-01-09,2026-06-09,Rayon3,2026-05-08
2076,2410-B117,10,2024-10-09,2028-01-09,D18,2025-03-22
2077,2408-X902,137,2024-08-09,2027-01-09,Rayon8,2025-12-05
2077,2504-B276,87,2025-04-09,2027-07-09,Rayon1,2025-07-08
2078,2311-M788,154,2023-11-09,2026-04-09,B15,2026-04-30
2078,2409-D836,145,2024-09-09,2026-11-09,Rayon4,2026-03-14
2078,2509-K977,46,2025-09-09,2028-01-09,B15,2026-07-06
2079,2312-X213,40,2023-12-09,2026-01-09,A3,2025-06-17
2079,2408-E336,121,2024-08-09,2027-09-09,C7,2024-10-05
2079,2502-E139,69,2025-02-09,2028-03-09,Rayon3,2026-06-24
2080,2407-F697,24,2024-07-09,2028-01-09,C16,2025-06-09
2080,2502-N082,193,2025-02-09,2028-07-09,Rayon3,2026-04-14
2081,2309-K689,196,2023-09-09,2026-12-09,D3,2026-04-30
2081,2403-F628,130,2024-03-09,2027-08-09,Rayon9,2024-04-30
2082,2407-W235,102,2024-07-09,2026-11-09,Rayon8,2025-12-25
2082,2506-A886,169,2025-06-09,2028-10-09,C13,2025-11-30
2083,2407-J775,199,2024-07-09,2026-07-09,A15,2025-05-11
2083,2502-E248,173,2025-02-09,2027-02-09,D20,2025-12-15
2084,2312-M052,54,2023-12-09,2026-08-09,B1,2024-06-08
2084,2406-P240,199,2024-06-09,2027-10-09,C15,2025-11-23
2084,2411-Y101,77,2024-11-09,2027-12-09,Rayon2,2025-02-16
2085,2402-F894,131,2024-02-09,2027-04-09,D3,2025-08-31
2085,2501-E110,98,2025-01-09,2027-07-09,A12,2025-12-31
2085,2512-T347,196,2025-12-09,2028-10-09,C8,2025-12-21
2086,2411-R448,105,2024-11-09,2028-04-09,B9,2025-08-20
2086,2506-Z807,56,2025-06-09,2028-05-09,C1,2026-01-15
2087,2406-F638,115,2024-06-09,2026-10-09,C10,2025-10-04
2087,2506-K045,198,2025-06-09,2027-11-09,B17,2025-07-04
2088,2311-P551,47,2023-11-09,2026-12-09,B20,2026-03-12
2088,2410-J310,25,2024-10-09,2028-03-09,B9,2025-03-18
2088,2510-D976,54,2025-10-09,2028-07-09,Rayon3,2026-04-24
2089,2408-B146,143,2024-08-09,2027-12-09,B13,2025-11-12
2089,2504-E175,59,2025-04-09,2028-07-09,D12,2026-01-04
2089,2602-E254,32,2026-02-09,2029-04-09,B10,2026-04-18
2090,2401-P948,137,2024-01-09,2026-09-09,B2,2024-01-26
2090,2501-D472,67,2025-01-09,2027-08-09,C7,2026-06-30
2091,2410-D856,45,2024-10-09,2028-01-09,C11,2025-07-12
2091,2509-M803,137,2025-09-09,2028-09-09,C14,2025-10-06
2091,2607-R049,145,2026-07-09,2029-04-09,A4,2026-07-09
2092,2409-Z184,91,2024-09-09,2027-03-09,C17,2025-04-13
2092,2501-V472,197,2025-01-09,2028-04-09,A4,2025-03-16
2092,2507-D277,78,2025-07-09,2028-09-09,D5,2025-12-10
2093,2409-Y203,102,2024-09-09,2026-09-09,D16,2025-09-24
2093,2505-G328,15,2025-05-09,2028-09-09,Rayon4,2025-05-26
2094,2402-E549,117,2024-02-09,2027-06-09,D1,2026-02-07
2094,2407-Y357,200,2024-07-09,2027-11-09,D18,2024-09-19
2095,2407-C524,16,2024-07-09,2026-08-09,B13,2025-06-13
2095,2505-W025,188,2025-05-09,2027-08-09,C14,2025-12-04
2095,2601-K815,166,2026-01-09,2028-11-09,B15,2026-02-27
2096,2406-E668,160,2024-06-09,2027-09-09,Rayon9,2026-07-02
2096,2506-Y894,169,2025-06-09,2027-11-09,Rayon4,2026-04-13
2096,2511-A079,130,2025-11-09,2028-03-09,D2,2026-03-20
2097,2310-G927,104,2023-10-09,2026-05-09,Rayon2,2024-05-21
2097,2403-M185,65,2024-03-09,2027-09-09,A5,2025-02-10
2097,2501-J698,134,2025-01-09,2028-07-09,C12,2025-04-07
2098,2310-Z024,99,2023-10-09,2026-04-09,B18,2025-12-13
2098,2404-R747,162,2024-04-09,2027-01-09,C16,2025-04-10
2098,2503-B100,51,2025-03-09,2027-08-09,A18,2025-05-26
2099,2311-G990,125,2023-11-09,2027-02-09,D2,2025-09-07
2099,2406-R528,46,2024-06-09,2027-06-09,A4,2026-04-28
2100,2405-Y487,35,2024-05-09,2027-05-09,Rayon8,2025-03-07
2100,2410-M097,194,2024-10-09,2027-10-09,D7,2025-02-09
2100,2506-M776,40,2025-06-09,2028-12-09,D9,2025-06-09
2101,2409-Y673,68,2024-09-09,2027-05-09,C11,2025-10-11
2101,2504-R587,79,2025-04-09,2028-04-09,B16,2025-07-28
2101,2511-L171,50,2025-11-09,2028-07-09,D16,2026-06-20
2102,2407-Y915,39,2024-07-09,2026-10-09,C16,2026-01-24
2102,2503-L708,111,2025-03-09,2027-05-09,A11,2026-07-03
2102,2512-T340,59,2025-12-09,2028-10-09,C2,2025-12-16
2103,2406-F954,79,2024-06-09,2026-07-09,C11,2025-02-07
2103,2504-B249,25,2025-04-09,2028-06-09,D1,2026-03-14
2103,2508-Y188,172,2025-08-09,2028-11-09,B20,2025-10-28
2104,2409-V898,163,2024-09-09,2027-09-09,D2,2025-01-21
2104,2501-G681,125,2025-01-09,2028-03-09,A8,2025-10-21
2105,2403-K219,61,2024-03-09,2026-11-09,C3,2025-11-07
2105,2502-T707,192,2025-02-09,2027-09-09,D11,2025-06-18
2105,2507-F644,164,2025-07-09,2028-08-09,D9,2026-02-02
2106,2407-E529,138,2024-07-09,2027-09-09,B4,2025-11-06
2106,2501-A954,26,2025-01-09,2027-12-09,C14,2025-02-15
2107,2407-X426,168,2024-07-09,2027-11-09,Rayon3,2025-09-15
2107,2503-X917,105,2025-03-09,2028-04-09,C12,2025-08-11
2107,2512-P023,158,2025-12-09,2029-03-09,Rayon6,2026-01-25
2108,2408-M582,162,2024-08-09,2027-03-09,C20,2025-11-11
2108,2508-J917,185,2025-08-09,2027-11-09,D16,2025-10-18
2108,2604-K631,22,2026-04-09,2028-08-09,B20,2026-07-03
2109,2411-D977,23,2024-11-09,2027-06-09,D12,2026-05-16
2109,2511-D658,91,2025-11-09,2028-07-09,B15,2026-01-04
2109,2607-A038,164,2026-07-09,2028-11-09,Rayon1,2026-07-10
2110,2312-C334,116,2023-12-09,2027-01-09,C14,2026-03-10
2110,2406-W779,93,2024-06-09,2027-03-09,D13,2026-02-26
2111,2408-J315,92,2024-08-09,2027-08-09,C17,2025-11-13
2111,2507-E249,77,2025-07-09,2028-06-09,Rayon8,2025-12-10
2112,2409-H791,49,2024-09-09,2027-08-09,D7,2024-12-05
2112,2502-F965,165,2025-02-09,2027-12-09,A18,2026-01-29
2112,2507-X624,162,2025-07-09,2028-10-09,C6,2026-05-08
2113,2401-T050,102,2024-01-09,2026-12-09,A7,2025-08-12
2113,2409-D823,133,2024-09-09,2027-11-09,C1,2025-01-03
2114,2405-R509,122,2024-05-09,2027-01-09,C13,2025-05-20
2114,2409-L578,129,2024-09-09,2028-03-09,A18,2025-06-03
2114,2506-Y264,113,2025-06-09,2028-09-09,B11,2025-11-19
